chart	title	artist	weeks	rank	query_week	lyrics
country-songs	Wanna Be That Song	Brett Eldredge	32	3	1/7/2017	"The radio and a sundress
Makin' my world all a mess
Back corner of a cornfield
Bottle tops and the truth spin
Pull the lever, lay the seat back laughin'
You slippin' off your shoes
While the dashboard speakers
Sing every word of Night Moves
I wanna be that song that gets you high
Makes you dance, makes you fall
That melody rewinds years, once disappeared
Makes time stall
wanna be those words
that fill you up, roll your windows down
and keeps you young
makes you believe you're right where you belong
i wanna be that song
i wanna be wanna be wanna be wanna be that song
ooh
i wanna be
i wanna
i wanna
...

"
country-songs	Dirty Laundry	Carrie Underwood	18	4	1/7/2017	"That lipstick on your collar, well, it ain't my shade of pink
And I can tell by the smell of that perfume, it's like forty dollars too cheap
And there's a little wine stain on the pocket of your white cotton thread
You drink beer and whiskey, boy, and you know I don't drink red

Found it over in the corner
Wadded up on the bedroom floor
You shoulda hid it in the closet
You shoulda burned it, you shoulda lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind, just say goodbye to you
All those midnights sneaking in
...

"
country-songs	Better Man	Little Big Town	11	5	1/7/2017	"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.

I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run

Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man

I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
...

"
country-songs	Star Of The Show	Thomas Rhett	13	6	1/7/2017	"Walking down the street, hand in mine
It don't keep them other guys
And their wondering eyes from looking at you
That's alright and that's ok
Who can blame 'em anyway?
You're so pretty, and you ain't even got a clue


Cause everywhere we go girl
You're the star of the show
And everybody's wondering and wanting to know
What's your name?
Who's that girl, with the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are
The star of the show
You're the star of the show, yeah, baby
...

"
country-songs	A Guy With A Girl	Blake Shelton	13	7	1/7/2017	"Sometimes I'm the guy with the boys kicking it back
Or the guy with the guitar singing on a country track
I might be the guy with an ice cold can, stirring up dust on some old farmland
When I walk into the party with you girl, you change all that

I'm just the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl, no

It's funny watchin' 'em do the way they do
They come walkin' up to me but they only wanna talk to you
And I don't blame 'em that they're hypnotized
...

"
country-songs	Dirt On My Boots	Jon Pardi	15	8	1/7/2017	"Been up since the crack of dawn
Just trying to paid
Been hotter than a thousand suns
I can't find no shade
Just two more roads and I'm good to go
Yeah, I'm shutting this tractor down
Get me a half an hour for a shave or a shower
And I'll be outside your house

Might have a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you're up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight
Got a little dirt on my boots
...

"
country-songs	How I'll Always Be	Tim McGraw	25	9	1/7/2017	"I'm a little more beer bottle beer joint than a fancy bar
I'm a little more sitting up high on the road than a little car
I'm a little more bust ya back than take it for free
And that's how I'll always be
I'm a little more lose my temper than to sit on back
I'm a little more ol' Hank Williams than that trendy crap
I love a flat wood ol' front porch made of an old oak tree
And that's how I'll always be

I'll always be a fan of ol' stray dogs and guitars playin'
One room churches, back road walks and front porch swingin'
Sunset skies, bonfire nights, I love the simple things
...

"
country-songs	Song For Another Time	Old Dominion	29	10	1/7/2017	"Right now we both know
we're marina del ray,
planes gonna fly away
and you'll be on it
And by this time tomorrow
i'll be singing yesterday
the sunshine's gonna fade
and we can't stop it
so before we turn in to
i can't make you love me

let's be brown eyed girl sweet caroline,
free fall small town sat night.
before you lose that loving feeling
let's go dancing on the ceiling
keep on living that teenage dream,
...

"
country-songs	Blue Ain't Your Color	Keith Urban	20	1	12/31/2016	"I can see you over there
Starring at your drink
Watchin' that ice sink
All alone tonight

And chances are
You're sittin' here in this bar
‘Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
‘Cause you look like
You haven't felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby

Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
...

"
country-songs	May We All	Florida Georgia Line Featuring Tim McGraw	23	2	12/31/2016	"May we all get to grow up in our red white and blue little town
Get a one star hand me down Ford to try to fix up
With some part time cash from driving a tractor
Find a sweet little thang, wears your ball cap backwards
Kinda place you can't wait to leave but nobody does
Cause you miss it too much

May we all know that nothing ain't cool 'til you wear the new one
The sound of a quarter rollin' down a jukebox
Play the Travis Tritt right above the 2Pac
Hope you get lost down some road
Slow rolling with the top off the back of a Bronco
Buy a cold sixer with a cashed in lotto
She's smilin' with her hair blowing out the window
Where you 'bout to go?
Yeah you learn to fly and if you can't then you just frefall
May we all
...

"
country-songs	Wanna Be That Song	Brett Eldredge	31	3	12/31/2016	"The radio and a sundress
Makin' my world all a mess
Back corner of a cornfield
Bottle tops and the truth spin
Pull the lever, lay the seat back laughin'
You slippin' off your shoes
While the dashboard speakers
Sing every word of Night Moves
I wanna be that song that gets you high
Makes you dance, makes you fall
That melody rewinds years, once disappeared
Makes time stall
wanna be those words
that fill you up, roll your windows down
and keeps you young
makes you believe you're right where you belong
i wanna be that song
i wanna be wanna be wanna be wanna be that song
ooh
i wanna be
i wanna
i wanna
...

"
country-songs	Better Man	Little Big Town	10	4	12/31/2016	"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.

I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run

Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man

I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
...

"
country-songs	Dirty Laundry	Carrie Underwood	17	5	12/31/2016	"That lipstick on your collar, well, it ain't my shade of pink
And I can tell by the smell of that perfume, it's like forty dollars too cheap
And there's a little wine stain on the pocket of your white cotton thread
You drink beer and whiskey, boy, and you know I don't drink red

Found it over in the corner
Wadded up on the bedroom floor
You shoulda hid it in the closet
You shoulda burned it, you shoulda lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind, just say goodbye to you
All those midnights sneaking in
...

"
country-songs	A Guy With A Girl	Blake Shelton	12	6	12/31/2016	"Sometimes I'm the guy with the boys kicking it back
Or the guy with the guitar singing on a country track
I might be the guy with an ice cold can, stirring up dust on some old farmland
When I walk into the party with you girl, you change all that

I'm just the guy with the girl everybody wants to know
Wishin' you were there alone
Wonderin' how I ever got your little hand in mine
Lookin' over at ya like ""ain't she beautiful?""
I'm invisible but I stand right there and smile
You're right beside me, oh and I see the same thing they're seein'
But I don't mind being the guy with the girl, no

It's funny watchin' 'em do the way they do
They come walkin' up to me but they only wanna talk to you
And I don't blame 'em that they're hypnotized
...

"
